iter	F1	Logloss
899	1	0.006899172339
900	1	0.006882198349
901	1	0.006882196492
902	1	0.006856448109
903	1	0.006856446305
904	1	0.006856444501
905	1	0.006842664337
906	1	0.006842662582
907	1	0.006834673242
908	1	0.006811556515
909	1	0.006797395388
910	1	0.006789903342
911	1	0.006789901542
912	1	0.006789901253
913	1	0.006789899454
914	1	0.006752203049
915	1	0.006752202193
916	1	0.00673943286
917	1	0.006739431139
918	1	0.006730085797
919	1	0.006714643445
920	1	0.006704510423
921	1	0.00669155315
922	1	0.006669934982
923	1	0.00666993256
924	1	0.006653331986
925	1	0.006646457289
926	1	0.006641588028
927	1	0.006622942987
928	1	0.006587781823
929	1	0.00657522163
930	1	0.006552754836
931	1	0.006544590773
932	1	0.006525536993
933	1	0.006505254644
934	1	0.006490227132
935	1	0.006490204289
936	1	0.006468034709
937	1	0.006440966675
938	1	0.006415731784
939	1	0.006402719582
940	1	0.006397557085
941	1	0.006388274862
942	1	0.006381983984
943	1	0.006368121092
944	1	0.006355906505
945	1	0.006336886394
946	1	0.006323497471
947	1	0.006308175801
948	1	0.006293080518
949	1	0.006278357911
950	1	0.006256622915
951	1	0.00624910724
952	1	0.006237790796
953	1	0.006224799216
954	1	0.006205750057
955	1	0.006198068824
956	1	0.00617909113
957	1	0.006153140941
958	1	0.006126561976
959	1	0.006105351922
960	1	0.006099482891
961	1	0.006087344456
962	1	0.006079345629
963	1	0.006067475526
964	1	0.0060557332
965	1	0.00603302205
966	1	0.006019357235
967	1	0.006008347066
968	1	0.005982060695
969	1	0.005964052191
970	1	0.005946452545
971	1	0.005935362858
972	1	0.005923412234
973	1	0.005908436543
974	1	0.005893143403
975	1	0.005885152833
976	1	0.005877197911
977	1	0.005867705115
978	1	0.005861596082
979	1	0.005841608751
980	1	0.005824800536
981	1	0.00581214133
982	1	0.005795582899
983	1	0.005791100953
984	1	0.005791097636
985	1	0.005780766583
986	1	0.005766676714
987	1	0.005749243595
988	1	0.005744659086
989	1	0.00573541463
990	1	0.00572737689
991	1	0.005715823367
992	1	0.005702388106
993	1	0.005702384451
994	1	0.005694749647
995	1	0.005694714815
996	1	0.005694695079
997	1	0.005694687381
998	1	0.005675744451
999	1	0.005660943151
